names,klass,batch
image (1759).JPG,Soybean___healthy,batch_0001
image (316).JPG,Tomato___Target_Spot,batch_0001
image (1580).JPG,Tomato___healthy,batch_0001
image (656).JPG,Potato___Late_blight,batch_0001
image (853).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (166).JPG,Apple___Cedar_apple_rust,batch_0001
image (1350).JPG,Squash___Powdery_mildew,batch_0001
image (1374).JPG,"Pepper,_bell___healthy",batch_0001
image (612).JPG,Squash___Powdery_mildew,batch_0001
image (746).JPG,Squash___Powdery_mildew,batch_0001
image (575).JPG,Strawberry___Leaf_scorch,batch_0001
image (413).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (4224).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (325).JPG,Tomato___Target_Spot,batch_0001
image (795).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (311).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (473).JPG,Tomato___Target_Spot,batch_0001
image (415).JPG,Potato___Early_blight,batch_0001
image (549).JPG,Squash___Powdery_mildew,batch_0001
image (729).JPG,Potato___Early_blight,batch_0001
image (260).jpg,Corn___healthy,batch_0001
image (1659).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (518).JPG,Tomato___Early_blight,batch_0001
image (797).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4891).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (581).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (685).JPG,Corn___Common_rust,batch_0001
image (492).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (425).JPG,Strawberry___Leaf_scorch,batch_0001
image (2132).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (520).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (530).JPG,Blueberry___healthy,batch_0001
image (1299).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1053).jpg,Corn___healthy,batch_0001
image (3856).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1892).JPG,Tomato___Bacterial_spot,batch_0001
image (1153).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1082).JPG,"Pepper,_bell___healthy",batch_0001
image (730).JPG,Cherry___healthy,batch_0001
image (138).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (324).JPG,Apple___Black_rot,batch_0001
image (1265).JPG,"Pepper,_bell___healthy",batch_0001
image (762).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (20).JPG,Peach___Bacterial_spot,batch_0001
image (1051).JPG,Blueberry___healthy,batch_0001
image (1250).JPG,Tomato___Bacterial_spot,batch_0001
image (4491).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1715).JPG,Soybean___healthy,batch_0001
image (186).JPG,Tomato___Target_Spot,batch_0001
image (172).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (516).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (800).JPG,Tomato___healthy,batch_0001
image (347).JPG,Potato___Late_blight,batch_0001
image (371).jpg,Background_without_leaves,batch_0001
image (5116).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (700).JPG,Tomato___Target_Spot,batch_0001
image (853).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1951).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (2459).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (519).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (465).JPG,Tomato___Bacterial_spot,batch_0001
image (250).JPG,Soybean___healthy,batch_0001
image (1249).jpg,Squash___Powdery_mildew,batch_0001
image (457).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1970).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4250).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (191).JPG,Tomato___Leaf_Mold,batch_0001
image (706).JPG,Soybean___healthy,batch_0001
image (984).JPG,Tomato___Late_blight,batch_0001
image (468).JPG,Apple___healthy,batch_0001
image (382).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (2603).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (170).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4353).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (564).JPG,"Pepper,_bell___healthy",batch_0001
image (581).JPG,Tomato___Early_blight,batch_0001
image (2808).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1043).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (92).JPG,Squash___Powdery_mildew,batch_0001
image (745).JPG,Strawberry___Leaf_scorch,batch_0001
image (3355).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1245).JPG,Apple___healthy,batch_0001
image (632).JPG,Strawberry___Leaf_scorch,batch_0001
image (1184).JPG,Tomato___healthy,batch_0001
image (1182).JPG,Tomato___healthy,batch_0001
image (220).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3183).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (266).JPG,Corn___Common_rust,batch_0001
image (494).JPG,Cherry___healthy,batch_0001
image (786).JPG,Tomato___Late_blight,batch_0001
image (3029).JPG,Soybean___healthy,batch_0001
image (1503).JPG,Soybean___healthy,batch_0001
image (565).JPG,Blueberry___healthy,batch_0001
image (738).JPG,Tomato___Bacterial_spot,batch_0001
image (4368).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3465).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (336).JPG,Potato___Late_blight,batch_0001
image (663).jpg,Corn___healthy,batch_0001
image (974).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (416).jpg,Corn___healthy,batch_0001
image (885).JPG,Soybean___healthy,batch_0001
image (2037).JPG,Peach___Bacterial_spot,batch_0001
image (822).jpg,Background_without_leaves,batch_0001
image (1620).JPG,Soybean___healthy,batch_0001
image (4430).JPG,Soybean___healthy,batch_0001
image (1202).JPG,"Pepper,_bell___healthy",batch_0001
image (244).JPG,Apple___Apple_scab,batch_0001
image (1795).JPG,Peach___Bacterial_spot,batch_0001
image (86).JPG,Peach___Bacterial_spot,batch_0001
image (33).jpg,Corn___healthy,batch_0001
image (1380).JPG,Peach___Bacterial_spot,batch_0001
image (550).JPG,Tomato___Target_Spot,batch_0001
image (743).JPG,Cherry___Powdery_mildew,batch_0001
image (938).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (171).JPG,Tomato___healthy,batch_0001
image (77).JPG,Grape___Esca_(Black_Measles),batch_0001
image (2920).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1562).JPG,Peach___Bacterial_spot,batch_0001
image (2784).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (673).JPG,Blueberry___healthy,batch_0001
image (95).JPG,Potato___healthy,batch_0001
image (1545).JPG,Soybean___healthy,batch_0001
image (269).JPG,Tomato___Leaf_Mold,batch_0001
image (491).JPG,Blueberry___healthy,batch_0001
image (4760).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (4271).JPG,Soybean___healthy,batch_0001
image (868).JPG,"Pepper,_bell___healthy",batch_0001
image (2409).JPG,Soybean___healthy,batch_0001
image (391).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (1125).JPG,"Pepper,_bell___healthy",batch_0001
image (268).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (172).JPG,Corn___Common_rust,batch_0001
image (690).JPG,Potato___Late_blight,batch_0001
image (1007).JPG,Tomato___healthy,batch_0001
image (492).JPG,Apple___Black_rot,batch_0001
image (655).JPG,"Pepper,_bell___healthy",batch_0001
image (443).JPG,Squash___Powdery_mildew,batch_0001
image (124).JPG,Apple___Apple_scab,batch_0001
image (420).jpg,Background_without_leaves,batch_0001
image (832).JPG,Corn___Common_rust,batch_0001
image (1026).JPG,Peach___Bacterial_spot,batch_0001
image (1610).JPG,Soybean___healthy,batch_0001
image (523).JPG,Tomato___Target_Spot,batch_0001
image (530).jpg,Background_without_leaves,batch_0001
image (1437).JPG,Tomato___Late_blight,batch_0001
image (5018).JPG,Soybean___healthy,batch_0001
image (63).JPG,Apple___Apple_scab,batch_0001
image (4775).JPG,Soybean___healthy,batch_0001
image (668).JPG,Tomato___healthy,batch_0001
image (1691).JPG,Tomato___Bacterial_spot,batch_0001
image (1168).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (781).JPG,Cherry___healthy,batch_0001
image (1955).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (448).JPG,Corn___Common_rust,batch_0001
image (232).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (1619).JPG,Squash___Powdery_mildew,batch_0001
image (182).JPG,Strawberry___Leaf_scorch,batch_0001
image (313).JPG,Apple___Black_rot,batch_0001
image (1823).JPG,Squash___Powdery_mildew,batch_0001
image (986).JPG,Potato___Early_blight,batch_0001
image (666).JPG,Peach___Bacterial_spot,batch_0001
image (90).JPG,Tomato___Leaf_Mold,batch_0001
image (3159).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (732).JPG,Corn___Common_rust,batch_0001
image (521).JPG,Grape___Esca_(Black_Measles),batch_0001
image (138).JPG,Apple___Black_rot,batch_0001
image (10).JPG,Squash___Powdery_mildew,batch_0001
image (1657).JPG,Tomato___Bacterial_spot,batch_0001
image (563).JPG,Tomato___Bacterial_spot,batch_0001
image (390).JPG,Tomato___Late_blight,batch_0001
image (5045).JPG,Soybean___healthy,batch_0001
image (297).JPG,Tomato___Bacterial_spot,batch_0001
image (195).JPG,Grape___Black_rot,batch_0001
image (96).JPG,Apple___healthy,batch_0001
image (595).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (4913).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (439).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (271).JPG,Apple___Black_rot,batch_0001
image (700).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (3477).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (2100).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (400).JPG,Apple___healthy,batch_0001
image (842).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (4859).JPG,Soybean___healthy,batch_0001
image (388).JPG,Strawberry___Leaf_scorch,batch_0001
image (609).JPG,Cherry___Powdery_mildew,batch_0001
image (1406).JPG,Tomato___healthy,batch_0001
image (1237).JPG,Tomato___Bacterial_spot,batch_0001
image (726).JPG,Tomato___Target_Spot,batch_0001
image (1357).JPG,Squash___Powdery_mildew,batch_0001
image (3358).JPG,Soybean___healthy,batch_0001
image (1268).JPG,Peach___Bacterial_spot,batch_0001
image (1160).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1251).JPG,Peach___Bacterial_spot,batch_0001
image (175).JPG,Potato___Late_blight,batch_0001
image (177).JPG,Tomato___Late_blight,batch_0001
image (135).JPG,Peach___healthy,batch_0001
image (1566).JPG,Tomato___Bacterial_spot,batch_0001
image (996).JPG,Potato___Late_blight,batch_0001
image (599).JPG,Tomato___Bacterial_spot,batch_0001
image (4664).JPG,Soybean___healthy,batch_0001
image (341).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (4127).JPG,Soybean___healthy,batch_0001
image (414).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0001
image (2093).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (433).JPG,Cherry___healthy,batch_0001
image (4931).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (595).JPG,Apple___healthy,batch_0001
image (789).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (268).JPG,Peach___healthy,batch_0001
image (1722).JPG,Tomato___Bacterial_spot,batch_0001
image (649).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (1314).JPG,Blueberry___healthy,batch_0001
image (87).JPG,Peach___Bacterial_spot,batch_0001
image (129).JPG,Peach___healthy,batch_0001
image (3746).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (803).JPG,Potato___Late_blight,batch_0001
image (651).JPG,"Pepper,_bell___healthy",batch_0001
image (785).JPG,"Pepper,_bell___healthy",batch_0001
image (397).JPG,Blueberry___healthy,batch_0001
image (938).JPG,Peach___Bacterial_spot,batch_0001
image (542).JPG,Blueberry___healthy,batch_0001
image (137).JPG,Apple___Black_rot,batch_0001
image (361).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (768).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (681).JPG,Grape___Black_rot,batch_0001
image (4558).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1527).JPG,Tomato___Late_blight,batch_0001
image (394).JPG,"Pepper,_bell___healthy",batch_0001
image (220).JPG,Apple___Apple_scab,batch_0001
image (4371).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (45).JPG,Tomato___Bacterial_spot,batch_0001
image (124).JPG,Apple___healthy,batch_0001
image (857).JPG,Potato___Early_blight,batch_0001
image (3000).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1033).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (1823).JPG,Tomato___Late_blight,batch_0001
image (419).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (376).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (836).JPG,Tomato___Leaf_Mold,batch_0001
image (1082).JPG,Apple___healthy,batch_0001
image (677).JPG,Corn___Common_rust,batch_0001
image (1708).JPG,Tomato___Bacterial_spot,batch_0001
image (407).JPG,"Pepper,_bell___healthy",batch_0001
image (3271).JPG,Soybean___healthy,batch_0001
image (826).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (5173).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4532).JPG,Soybean___healthy,batch_0001
image (77).JPG,Potato___healthy,batch_0001
image (238).JPG,Squash___Powdery_mildew,batch_0001
image (645).JPG,Tomato___Late_blight,batch_0001
image (2007).JPG,Tomato___Bacterial_spot,batch_0001
image (403).JPG,Blueberry___healthy,batch_0001
image (1593).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (750).JPG,Apple___healthy,batch_0001
image (699).JPG,Cherry___healthy,batch_0001
image (1225).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (5354).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (575).JPG,Tomato___Leaf_Mold,batch_0001
image (2003).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (2686).JPG,Soybean___healthy,batch_0001
image (181).JPG,Corn___Common_rust,batch_0001
image (2062).JPG,Tomato___Bacterial_spot,batch_0001
image (1630).JPG,Tomato___Late_blight,batch_0001
image (449).JPG,Soybean___healthy,batch_0001
image (691).JPG,Tomato___Late_blight,batch_0001
image (3598).JPG,Soybean___healthy,batch_0001
image (914).JPG,Corn___Common_rust,batch_0001
image (1186).JPG,Squash___Powdery_mildew,batch_0001
image (1501).JPG,Squash___Powdery_mildew,batch_0001
image (5042).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3246).JPG,Soybean___healthy,batch_0001
image (3934).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (806).JPG,Grape___Black_rot,batch_0001
image (883).JPG,"Pepper,_bell___healthy",batch_0001
image (489).JPG,Blueberry___healthy,batch_0001
image (575).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (4305).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1114).JPG,Grape___Esca_(Black_Measles),batch_0001
image (1536).JPG,Soybean___healthy,batch_0001
image (1069).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (4742).JPG,Soybean___healthy,batch_0001
image (553).jpg,Corn___healthy,batch_0001
image (3030).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (374).JPG,Tomato___Bacterial_spot,batch_0001
image (714).JPG,Grape___Esca_(Black_Measles),batch_0001
image (1411).JPG,Tomato___Late_blight,batch_0001
image (306).JPG,Peach___healthy,batch_0001
image (1200).JPG,Tomato___healthy,batch_0001
image (498).JPG,Apple___Apple_scab,batch_0001
image (118).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (1146).JPG,Soybean___healthy,batch_0001
image (74).JPG,Apple___healthy,batch_0001
image (564).JPG,Cherry___Powdery_mildew,batch_0001
image (586).JPG,Apple___Black_rot,batch_0001
image (1307).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (648).JPG,Cherry___healthy,batch_0001
image (156).JPG,Tomato___Target_Spot,batch_0001
image (72).JPG,Peach___Bacterial_spot,batch_0001
image (749).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (460).JPG,Tomato___Leaf_Mold,batch_0001
image (1643).JPG,Squash___Powdery_mildew,batch_0001
image (610).jpg,Corn___healthy,batch_0001
image (1365).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (1300).JPG,Grape___Esca_(Black_Measles),batch_0001
image (338).JPG,Tomato___Leaf_Mold,batch_0001
image (4948).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (983).JPG,Potato___Early_blight,batch_0001
image (3409).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (890).JPG,Potato___Late_blight,batch_0001
image (1621).JPG,Tomato___Late_blight,batch_0001
image (25).JPG,Tomato___Bacterial_spot,batch_0001
image (551).JPG,Grape___Esca_(Black_Measles),batch_0001
image (711).JPG,Soybean___healthy,batch_0001
image (200).JPG,Blueberry___healthy,batch_0001
image (4377).JPG,Soybean___healthy,batch_0001
image (1575).JPG,Soybean___healthy,batch_0001
image (2881).JPG,Soybean___healthy,batch_0001
image (124).JPG,Strawberry___healthy,batch_0001
image (1026).JPG,Grape___Esca_(Black_Measles),batch_0001
image (1808).JPG,Squash___Powdery_mildew,batch_0001
image (4394).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1146).JPG,Tomato___healthy,batch_0001
image (1239).JPG,Tomato___healthy,batch_0001
image (4347).JPG,Soybean___healthy,batch_0001
image (1659).JPG,Soybean___healthy,batch_0001
image (574).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (354).JPG,Raspberry___healthy,batch_0001
image (531).JPG,Grape___Esca_(Black_Measles),batch_0001
image (503).JPG,Tomato___Early_blight,batch_0001
image (494).JPG,Grape___Esca_(Black_Measles),batch_0001
image (1077).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (273).JPG,Peach___Bacterial_spot,batch_0001
image (755).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1485).jpg,Tomato___Late_blight,batch_0001
image (196).JPG,Tomato___Target_Spot,batch_0001
image (1046).JPG,Tomato___Late_blight,batch_0001
image (975).JPG,Grape___Black_rot,batch_0001
image (171).JPG,Apple___Cedar_apple_rust,batch_0001
image (2608).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (901).JPG,Peach___Bacterial_spot,batch_0001
image (570).JPG,Tomato___healthy,batch_0001
image (1193).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (159).JPG,"Pepper,_bell___healthy",batch_0001
image (1309).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3853).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (50).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (3170).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (696).JPG,Tomato___Leaf_Mold,batch_0001
image (415).JPG,Potato___Late_blight,batch_0001
image (4328).JPG,Soybean___healthy,batch_0001
image (425).JPG,Apple___healthy,batch_0001
image (1500).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (594).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (1011).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (2743).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4466).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4613).JPG,Soybean___healthy,batch_0001
image (1495).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0001
image (2761).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (5501).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (816).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (205).JPG,Peach___healthy,batch_0001
image (811).JPG,Tomato___healthy,batch_0001
image (3822).JPG,Soybean___healthy,batch_0001
image (654).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (257).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (539).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (739).JPG,Potato___Early_blight,batch_0001
image (1573).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (5340).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (4570).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (2810).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (2113).JPG,Tomato___Bacterial_spot,batch_0001
image (1159).JPG,Corn___Common_rust,batch_0001
image (296).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (1670).JPG,Peach___Bacterial_spot,batch_0001
image (243).JPG,Apple___Black_rot,batch_0001
image (4155).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (839).JPG,Tomato___Septoria_leaf_spot,batch_0001
image (606).JPG,Blueberry___healthy,batch_0001
image (1066).JPG,Blueberry___healthy,batch_0001
image (879).JPG,Apple___healthy,batch_0001
image (423).JPG,Apple___Apple_scab,batch_0001
image (113).JPG,"Pepper,_bell___healthy",batch_0001
image (712).JPG,Tomato___Target_Spot,batch_0001
image (480).jpg,Corn___healthy,batch_0001
image (114).JPG,Apple___Cedar_apple_rust,batch_0001
image (2180).JPG,Soybean___healthy,batch_0001
image (1215).JPG,Tomato___Target_Spot,batch_0001
image (906).JPG,Grape___Esca_(Black_Measles),batch_0001
image (598).JPG,Apple___Black_rot,batch_0001
image (292).JPG,Strawberry___healthy,batch_0001
image (758).JPG,Grape___Esca_(Black_Measles),batch_0001
image (4816).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (533).JPG,Apple___Black_rot,batch_0001
image (1937).JPG,Tomato___Bacterial_spot,batch_0001
image (119).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (622).JPG,Strawberry___Leaf_scorch,batch_0001
image (482).JPG,Apple___healthy,batch_0001
image (209).JPG,Apple___Cedar_apple_rust,batch_0001
image (313).JPG,Apple___Apple_scab,batch_0001
image (640).JPG,Potato___Early_blight,batch_0001
image (1077).JPG,Tomato___healthy,batch_0001
image (367).JPG,Apple___healthy,batch_0001
image (348).JPG,Soybean___healthy,batch_0001
image (1968).JPG,Soybean___healthy,batch_0001
image (1818).JPG,Soybean___healthy,batch_0001
image (997).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (350).JPG,Tomato___Tomato_mosaic_virus,batch_0001
image (666).JPG,Potato___Early_blight,batch_0001
image (674).JPG,Grape___Black_rot,batch_0001
image (1816).JPG,Peach___Bacterial_spot,batch_0001
image (564).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (209).JPG,Apple___Apple_scab,batch_0001
image (3058).JPG,Soybean___healthy,batch_0001
image (814).JPG,Soybean___healthy,batch_0001
image (1122).JPG,Blueberry___healthy,batch_0001
image (2311).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (834).JPG,Grape___Black_rot,batch_0001
image (3180).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (3022).JPG,Soybean___healthy,batch_0001
image (597).JPG,Grape___Esca_(Black_Measles),batch_0001
image (595).JPG,Squash___Powdery_mildew,batch_0001
image (48).JPG,Soybean___healthy,batch_0001
image (896).JPG,Strawberry___Leaf_scorch,batch_0001
image (758).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (330).JPG,Peach___healthy,batch_0001
image (424).JPG,Apple___Apple_scab,batch_0001
image (94).JPG,Tomato___Target_Spot,batch_0001
image (1059).JPG,Blueberry___healthy,batch_0001
image (1496).JPG,Squash___Powdery_mildew,batch_0001
image (293).JPG,"Pepper,_bell___healthy",batch_0001
image (1712).JPG,Soybean___healthy,batch_0001
image (487).JPG,Grape___Esca_(Black_Measles),batch_0001
image (56).JPG,Cherry___Powdery_mildew,batch_0001
image (951).jpg,Corn___healthy,batch_0001
image (2565).JPG,Soybean___healthy,batch_0001
image (4707).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (5046).JPG,Soybean___healthy,batch_0001
image (3994).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (197).JPG,Strawberry___healthy,batch_0001
image (226).JPG,Corn___Common_rust,batch_0001
image (1717).JPG,Tomato___Late_blight,batch_0001
image (2042).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (1067).JPG,Corn___Common_rust,batch_0001
image (348).JPG,Grape___Esca_(Black_Measles),batch_0001
image (315).JPG,Tomato___Bacterial_spot,batch_0001
image (13).JPG,Tomato___Early_blight,batch_0001
image (2476).JPG,Soybean___healthy,batch_0001
image (224).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (1222).JPG,Soybean___healthy,batch_0001
image (1646).JPG,Peach___Bacterial_spot,batch_0001
image (624).JPG,Apple___healthy,batch_0001
image (465).JPG,Apple___healthy,batch_0001
image (87).JPG,Cherry___healthy,batch_0001
image (410).jpg,Corn___healthy,batch_0001
image (1814).JPG,Peach___Bacterial_spot,batch_0001
image (732).JPG,Cherry___healthy,batch_0001
image (903).JPG,Potato___Early_blight,batch_0001
image (1392).JPG,"Pepper,_bell___healthy",batch_0001
image (4064).JPG,Soybean___healthy,batch_0001
image (557).JPG,Grape___Black_rot,batch_0001
image (282).JPG,Soybean___healthy,batch_0001
image (96).JPG,Soybean___healthy,batch_0001
image (2912).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0001
image (55).JPG,Strawberry___healthy,batch_0001
image (462).jpg,Background_without_leaves,batch_0001
image (136).JPG,Strawberry___Leaf_scorch,batch_0001
image (104).JPG,Tomato___Leaf_Mold,batch_0001
image (133).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (310).JPG,"Pepper,_bell___healthy",batch_0001
image (692).JPG,Cherry___Powdery_mildew,batch_0001
image (3).JPG,Cherry___healthy,batch_0001
image (781).JPG,Cherry___Powdery_mildew,batch_0001
image (5048).JPG,Soybean___healthy,batch_0001
image (576).JPG,Cherry___healthy,batch_0001
image (828).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0001
image (267).JPG,Corn___Northern_Leaf_Blight,batch_0001
image (45).JPG,"Pepper,_bell___Bacterial_spot",batch_0001
image (409).JPG,Tomato___Bacterial_spot,batch_0001
image (219).JPG,Apple___Cedar_apple_rust,batch_0001
image (187).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0001
image (12).JPG,Apple___Black_rot,batch_0001
