,image_path,pred,label,identifier
1703,Corn___Northern_Leaf_Blight/image (749)_marked.JPG,10,10,seg_wb
1704,Corn___Northern_Leaf_Blight/image (759).JPG,10,10,regular
1705,Corn___Northern_Leaf_Blight/image (759)_marked.JPG,9,10,seg_wb
1706,Corn___Northern_Leaf_Blight/image (765).JPG,8,10,regular
1707,Corn___Northern_Leaf_Blight/image (765)_marked.JPG,10,10,seg_wb
1708,Corn___Northern_Leaf_Blight/image (774).JPG,10,10,regular
1709,Corn___Northern_Leaf_Blight/image (774)_marked.JPG,4,10,seg_wb
1710,Corn___Northern_Leaf_Blight/image (79).JPG,9,10,regular
1711,Corn___Northern_Leaf_Blight/image (79)_marked.JPG,10,10,seg_wb
1712,Corn___Northern_Leaf_Blight/image (798).JPG,9,10,regular
1713,Corn___Northern_Leaf_Blight/image (798)_marked.JPG,10,10,seg_wb
1714,Corn___Northern_Leaf_Blight/image (80).JPG,10,10,regular
1715,Corn___Northern_Leaf_Blight/image (80)_marked.JPG,8,10,seg_wb
1716,Corn___Northern_Leaf_Blight/image (800).JPG,10,10,regular
1717,Corn___Northern_Leaf_Blight/image (800)_marked.JPG,8,10,seg_wb
1718,Corn___Northern_Leaf_Blight/image (807).JPG,10,10,regular
1719,Corn___Northern_Leaf_Blight/image (807)_marked.JPG,9,10,seg_wb
1720,Corn___Northern_Leaf_Blight/image (812).JPG,8,10,regular
1721,Corn___Northern_Leaf_Blight/image (812)_marked.JPG,10,10,seg_wb
1722,Corn___Northern_Leaf_Blight/image (815).JPG,8,10,regular
1723,Corn___Northern_Leaf_Blight/image (815)_marked.JPG,10,10,seg_wb
1724,Corn___Northern_Leaf_Blight/image (820).JPG,10,10,regular
1725,Corn___Northern_Leaf_Blight/image (820)_marked.JPG,9,10,seg_wb
1726,Corn___Northern_Leaf_Blight/image (83).JPG,10,10,regular
1727,Corn___Northern_Leaf_Blight/image (83)_marked.JPG,4,10,seg_wb
1728,Corn___Northern_Leaf_Blight/image (834).JPG,2,10,regular
1729,Corn___Northern_Leaf_Blight/image (834)_marked.JPG,32,10,seg_wb
1730,Corn___Northern_Leaf_Blight/image (835).JPG,10,10,regular
1731,Corn___Northern_Leaf_Blight/image (835)_marked.JPG,9,10,seg_wb
1732,Corn___Northern_Leaf_Blight/image (855).JPG,10,10,regular
1733,Corn___Northern_Leaf_Blight/image (855)_marked.JPG,9,10,seg_wb
1734,Corn___Northern_Leaf_Blight/image (859).JPG,10,10,regular
1735,Corn___Northern_Leaf_Blight/image (859)_marked.JPG,9,10,seg_wb
1736,Corn___Northern_Leaf_Blight/image (864).JPG,11,10,regular
1737,Corn___Northern_Leaf_Blight/image (864)_marked.JPG,10,10,seg_wb
1738,Corn___Northern_Leaf_Blight/image (866).JPG,10,10,regular
1739,Corn___Northern_Leaf_Blight/image (866)_marked.JPG,9,10,seg_wb
1740,Corn___Northern_Leaf_Blight/image (867).JPG,10,10,regular
1741,Corn___Northern_Leaf_Blight/image (867)_marked.JPG,31,10,seg_wb
1742,Corn___Northern_Leaf_Blight/image (87).JPG,9,10,regular
1743,Corn___Northern_Leaf_Blight/image (87)_marked.JPG,10,10,seg_wb
1744,Corn___Northern_Leaf_Blight/image (875).JPG,10,10,regular
1745,Corn___Northern_Leaf_Blight/image (875)_marked.JPG,8,10,seg_wb
1746,Corn___Northern_Leaf_Blight/image (88).JPG,10,10,regular
1747,Corn___Northern_Leaf_Blight/image (88)_marked.JPG,8,10,seg_wb
1748,Corn___Northern_Leaf_Blight/image (882).JPG,8,10,regular
1749,Corn___Northern_Leaf_Blight/image (882)_marked.JPG,10,10,seg_wb
1750,Corn___Northern_Leaf_Blight/image (886).JPG,9,10,regular
1751,Corn___Northern_Leaf_Blight/image (886)_marked.JPG,10,10,seg_wb
1752,Corn___Northern_Leaf_Blight/image (890).JPG,10,10,regular
1753,Corn___Northern_Leaf_Blight/image (890)_marked.JPG,9,10,seg_wb
1754,Corn___Northern_Leaf_Blight/image (899).JPG,10,10,regular
1755,Corn___Northern_Leaf_Blight/image (899)_marked.JPG,9,10,seg_wb
1756,Corn___Northern_Leaf_Blight/image (90).JPG,8,10,regular
1757,Corn___Northern_Leaf_Blight/image (90)_marked.JPG,10,10,seg_wb
1758,Corn___Northern_Leaf_Blight/image (909).JPG,10,10,regular
1759,Corn___Northern_Leaf_Blight/image (909)_marked.JPG,9,10,seg_wb
1760,Corn___Northern_Leaf_Blight/image (911).JPG,9,10,regular
1761,Corn___Northern_Leaf_Blight/image (911)_marked.JPG,10,10,seg_wb
1762,Corn___Northern_Leaf_Blight/image (919).JPG,8,10,regular
1763,Corn___Northern_Leaf_Blight/image (919)_marked.JPG,9,10,seg_wb
1764,Corn___Northern_Leaf_Blight/image (927).JPG,9,10,regular
1765,Corn___Northern_Leaf_Blight/image (927)_marked.JPG,10,10,seg_wb
1766,Corn___Northern_Leaf_Blight/image (93).JPG,8,10,regular
1767,Corn___Northern_Leaf_Blight/image (93)_marked.JPG,10,10,seg_wb
1768,Corn___Northern_Leaf_Blight/image (940).JPG,10,10,regular
1769,Corn___Northern_Leaf_Blight/image (940)_marked.JPG,9,10,seg_wb
1770,Corn___Northern_Leaf_Blight/image (942).JPG,9,10,regular
1771,Corn___Northern_Leaf_Blight/image (942)_marked.JPG,10,10,seg_wb
1772,Corn___Northern_Leaf_Blight/image (946).JPG,8,10,regular
1773,Corn___Northern_Leaf_Blight/image (946)_marked.JPG,10,10,seg_wb
1774,Corn___Northern_Leaf_Blight/image (950).JPG,10,10,regular
1775,Corn___Northern_Leaf_Blight/image (950)_marked.JPG,8,10,seg_wb
1776,Corn___Northern_Leaf_Blight/image (951).JPG,9,10,regular
1777,Corn___Northern_Leaf_Blight/image (951)_marked.JPG,10,10,seg_wb
1778,Corn___Northern_Leaf_Blight/image (960).JPG,11,10,regular
1779,Corn___Northern_Leaf_Blight/image (960)_marked.JPG,10,10,seg_wb
1780,Corn___Northern_Leaf_Blight/image (961).JPG,9,10,regular
1781,Corn___Northern_Leaf_Blight/image (961)_marked.JPG,10,10,seg_wb
1782,Corn___Northern_Leaf_Blight/image (973).JPG,10,10,regular
1783,Corn___Northern_Leaf_Blight/image (973)_marked.JPG,9,10,seg_wb
1784,Corn___Northern_Leaf_Blight/image (978).JPG,11,10,regular
1785,Corn___Northern_Leaf_Blight/image (978)_marked.JPG,10,10,seg_wb
1786,Grape___Black_rot/image (1000).JPG,12,12,regular
1787,Grape___Black_rot/image (1000)_marked.JPG,14,12,seg_wb
1788,Grape___Black_rot/image (105).JPG,13,12,regular
1789,Grape___Black_rot/image (105)_marked.JPG,31,12,seg_wb
1790,Grape___Black_rot/image (1062).JPG,12,12,regular
1791,Grape___Black_rot/image (1062)_marked.JPG,13,12,seg_wb
1792,Grape___Black_rot/image (1079).JPG,12,12,regular
1793,Grape___Black_rot/image (1079)_marked.JPG,13,12,seg_wb
1794,Grape___Black_rot/image (1115).JPG,24,12,regular
1795,Grape___Black_rot/image (1115)_marked.JPG,12,12,seg_wb
1796,Grape___Black_rot/image (1116).JPG,12,12,regular
1797,Grape___Black_rot/image (1116)_marked.JPG,13,12,seg_wb
1798,Grape___Black_rot/image (1132).JPG,12,12,regular
1799,Grape___Black_rot/image (1132)_marked.JPG,3,12,seg_wb
1800,Grape___Black_rot/image (1179).JPG,13,12,regular
1801,Grape___Black_rot/image (1179)_marked.JPG,12,12,seg_wb
1802,Grape___Black_rot/image (128).JPG,12,12,regular
1803,Grape___Black_rot/image (128)_marked.JPG,30,12,seg_wb
1804,Grape___Black_rot/image (134).JPG,17,12,regular
1805,Grape___Black_rot/image (134)_marked.JPG,12,12,seg_wb
1806,Grape___Black_rot/image (138).JPG,13,12,regular
1807,Grape___Black_rot/image (138)_marked.JPG,12,12,seg_wb
1808,Grape___Black_rot/image (158).JPG,12,12,regular
1809,Grape___Black_rot/image (158)_marked.JPG,27,12,seg_wb
1810,Grape___Black_rot/image (169).JPG,12,12,regular
1811,Grape___Black_rot/image (169)_marked.JPG,13,12,seg_wb
1812,Grape___Black_rot/image (175).JPG,12,12,regular
1813,Grape___Black_rot/image (175)_marked.JPG,27,12,seg_wb
1814,Grape___Black_rot/image (187).JPG,27,12,regular
1815,Grape___Black_rot/image (187)_marked.JPG,12,12,seg_wb
1816,Grape___Black_rot/image (206).JPG,12,12,regular
1817,Grape___Black_rot/image (206)_marked.JPG,13,12,seg_wb
1818,Grape___Black_rot/image (21).JPG,12,12,regular
1819,Grape___Black_rot/image (21)_marked.JPG,13,12,seg_wb
1820,Grape___Black_rot/image (214).JPG,29,12,regular
1821,Grape___Black_rot/image (214)_marked.JPG,12,12,seg_wb
1822,Grape___Black_rot/image (217).JPG,12,12,regular
1823,Grape___Black_rot/image (217)_marked.JPG,13,12,seg_wb
1824,Grape___Black_rot/image (269).JPG,12,12,regular
1825,Grape___Black_rot/image (269)_marked.JPG,13,12,seg_wb
1826,Grape___Black_rot/image (273).JPG,12,12,regular
1827,Grape___Black_rot/image (273)_marked.JPG,13,12,seg_wb
1828,Grape___Black_rot/image (280).JPG,12,12,regular
1829,Grape___Black_rot/image (280)_marked.JPG,13,12,seg_wb
1830,Grape___Black_rot/image (290).JPG,12,12,regular
1831,Grape___Black_rot/image (290)_marked.JPG,13,12,seg_wb
1832,Grape___Black_rot/image (335).JPG,12,12,regular
1833,Grape___Black_rot/image (335)_marked.JPG,25,12,seg_wb
1834,Grape___Black_rot/image (388).JPG,12,12,regular
1835,Grape___Black_rot/image (388)_marked.JPG,13,12,seg_wb
1836,Grape___Black_rot/image (415).JPG,12,12,regular
1837,Grape___Black_rot/image (415)_marked.JPG,13,12,seg_wb
1838,Grape___Black_rot/image (427).JPG,12,12,regular
1839,Grape___Black_rot/image (427)_marked.JPG,15,12,seg_wb
1840,Grape___Black_rot/image (43).JPG,12,12,regular
1841,Grape___Black_rot/image (43)_marked.JPG,30,12,seg_wb
1842,Grape___Black_rot/image (45).JPG,12,12,regular
1843,Grape___Black_rot/image (45)_marked.JPG,15,12,seg_wb
1844,Grape___Black_rot/image (466).JPG,12,12,regular
1845,Grape___Black_rot/image (466)_marked.JPG,21,12,seg_wb
1846,Grape___Black_rot/image (469).JPG,12,12,regular
1847,Grape___Black_rot/image (469)_marked.JPG,29,12,seg_wb
1848,Grape___Black_rot/image (486).JPG,12,12,regular
1849,Grape___Black_rot/image (486)_marked.JPG,13,12,seg_wb
1850,Grape___Black_rot/image (493).JPG,12,12,regular
1851,Grape___Black_rot/image (493)_marked.JPG,14,12,seg_wb
1852,Grape___Black_rot/image (510).JPG,12,12,regular
1853,Grape___Black_rot/image (510)_marked.JPG,13,12,seg_wb
1854,Grape___Black_rot/image (512).JPG,0,12,regular
1855,Grape___Black_rot/image (512)_marked.JPG,12,12,seg_wb
1856,Grape___Black_rot/image (551).JPG,21,12,regular
1857,Grape___Black_rot/image (551)_marked.JPG,12,12,seg_wb
1858,Grape___Black_rot/image (572).JPG,12,12,regular
1859,Grape___Black_rot/image (572)_marked.JPG,30,12,seg_wb
1860,Grape___Black_rot/image (582).JPG,12,12,regular
1861,Grape___Black_rot/image (582)_marked.JPG,3,12,seg_wb
1862,Grape___Black_rot/image (595).JPG,12,12,regular
1863,Grape___Black_rot/image (595)_marked.JPG,13,12,seg_wb
1864,Grape___Black_rot/image (612).JPG,12,12,regular
1865,Grape___Black_rot/image (612)_marked.JPG,27,12,seg_wb
1866,Grape___Black_rot/image (619).JPG,12,12,regular
1867,Grape___Black_rot/image (619)_marked.JPG,13,12,seg_wb
1868,Grape___Black_rot/image (62).JPG,12,12,regular
1869,Grape___Black_rot/image (62)_marked.JPG,14,12,seg_wb
1870,Grape___Black_rot/image (659).JPG,26,12,regular
1871,Grape___Black_rot/image (659)_marked.JPG,12,12,seg_wb
1872,Grape___Black_rot/image (665).JPG,3,12,regular
1873,Grape___Black_rot/image (665)_marked.JPG,12,12,seg_wb
1874,Grape___Black_rot/image (674).JPG,13,12,regular
1875,Grape___Black_rot/image (674)_marked.JPG,12,12,seg_wb
1876,Grape___Black_rot/image (676).JPG,12,12,regular
1877,Grape___Black_rot/image (676)_marked.JPG,25,12,seg_wb
1878,Grape___Black_rot/image (678).JPG,12,12,regular
1879,Grape___Black_rot/image (678)_marked.JPG,13,12,seg_wb
1880,Grape___Black_rot/image (680).JPG,12,12,regular
1881,Grape___Black_rot/image (680)_marked.JPG,13,12,seg_wb
1882,Grape___Black_rot/image (7).JPG,12,12,regular
1883,Grape___Black_rot/image (7)_marked.JPG,28,12,seg_wb
1884,Grape___Black_rot/image (709).JPG,14,12,regular
1885,Grape___Black_rot/image (709)_marked.JPG,12,12,seg_wb
1886,Grape___Black_rot/image (734).JPG,12,12,regular
1887,Grape___Black_rot/image (734)_marked.JPG,29,12,seg_wb
1888,Grape___Black_rot/image (738).JPG,12,12,regular
1889,Grape___Black_rot/image (738)_marked.JPG,13,12,seg_wb
1890,Grape___Black_rot/image (741).JPG,12,12,regular
1891,Grape___Black_rot/image (741)_marked.JPG,36,12,seg_wb
1892,Grape___Black_rot/image (774).JPG,12,12,regular
1893,Grape___Black_rot/image (774)_marked.JPG,13,12,seg_wb
1894,Grape___Black_rot/image (781).JPG,13,12,regular
1895,Grape___Black_rot/image (781)_marked.JPG,12,12,seg_wb
1896,Grape___Black_rot/image (789).JPG,12,12,regular
1897,Grape___Black_rot/image (789)_marked.JPG,25,12,seg_wb
1898,Grape___Black_rot/image (807).JPG,0,12,regular
1899,Grape___Black_rot/image (807)_marked.JPG,12,12,seg_wb
1900,Grape___Black_rot/image (820).JPG,12,12,regular
1901,Grape___Black_rot/image (820)_marked.JPG,13,12,seg_wb
1902,Grape___Black_rot/image (852).JPG,17,12,regular
1903,Grape___Black_rot/image (852)_marked.JPG,12,12,seg_wb
1904,Grape___Black_rot/image (855).JPG,12,12,regular
1905,Grape___Black_rot/image (855)_marked.JPG,0,12,seg_wb
1906,Grape___Black_rot/image (876).JPG,12,12,regular
1907,Grape___Black_rot/image (876)_marked.JPG,13,12,seg_wb
1908,Grape___Black_rot/image (883).JPG,12,12,regular
1909,Grape___Black_rot/image (883)_marked.JPG,13,12,seg_wb
1910,Grape___Black_rot/image (885).JPG,22,12,regular
1911,Grape___Black_rot/image (885)_marked.JPG,12,12,seg_wb
1912,Grape___Black_rot/image (895).JPG,12,12,regular
1913,Grape___Black_rot/image (895)_marked.JPG,14,12,seg_wb
1914,Grape___Black_rot/image (915).JPG,12,12,regular
1915,Grape___Black_rot/image (915)_marked.JPG,28,12,seg_wb
1916,Grape___Black_rot/image (932).JPG,12,12,regular
1917,Grape___Black_rot/image (932)_marked.JPG,25,12,seg_wb
1918,Grape___Black_rot/image (938).JPG,12,12,regular
1919,Grape___Black_rot/image (938)_marked.JPG,33,12,seg_wb
1920,Grape___Black_rot/image (960).JPG,12,12,regular
1921,Grape___Black_rot/image (960)_marked.JPG,13,12,seg_wb
1922,Grape___Black_rot/image (964).JPG,12,12,regular
1923,Grape___Black_rot/image (964)_marked.JPG,13,12,seg_wb
1924,Grape___Black_rot/image (973).JPG,12,12,regular
1925,Grape___Black_rot/image (973)_marked.JPG,27,12,seg_wb
1926,Grape___Black_rot/image (992).JPG,19,12,regular
1927,Grape___Black_rot/image (992)_marked.JPG,12,12,seg_wb
1928,Grape___Esca_(Black_Measles)/image (1027).JPG,12,13,regular
1929,Grape___Esca_(Black_Measles)/image (1027)_marked.JPG,13,13,seg_wb
1930,Grape___Esca_(Black_Measles)/image (1064).JPG,38,13,regular
1931,Grape___Esca_(Black_Measles)/image (1064)_marked.JPG,13,13,seg_wb
1932,Grape___Esca_(Black_Measles)/image (1093).JPG,13,13,regular
1933,Grape___Esca_(Black_Measles)/image (1093)_marked.JPG,10,13,seg_wb
1934,Grape___Esca_(Black_Measles)/image (1096).JPG,12,13,regular
1935,Grape___Esca_(Black_Measles)/image (1096)_marked.JPG,13,13,seg_wb
1936,Grape___Esca_(Black_Measles)/image (1128).JPG,12,13,regular
1937,Grape___Esca_(Black_Measles)/image (1128)_marked.JPG,13,13,seg_wb
1938,Grape___Esca_(Black_Measles)/image (1133).JPG,12,13,regular
1939,Grape___Esca_(Black_Measles)/image (1133)_marked.JPG,13,13,seg_wb
1940,Grape___Esca_(Black_Measles)/image (1163).JPG,13,13,regular
1941,Grape___Esca_(Black_Measles)/image (1163)_marked.JPG,10,13,seg_wb
1942,Grape___Esca_(Black_Measles)/image (1165).JPG,13,13,regular
1943,Grape___Esca_(Black_Measles)/image (1165)_marked.JPG,25,13,seg_wb
1944,Grape___Esca_(Black_Measles)/image (120).JPG,13,13,regular
1945,Grape___Esca_(Black_Measles)/image (120)_marked.JPG,3,13,seg_wb
1946,Grape___Esca_(Black_Measles)/image (1202).JPG,12,13,regular
1947,Grape___Esca_(Black_Measles)/image (1202)_marked.JPG,13,13,seg_wb
1948,Grape___Esca_(Black_Measles)/image (121).JPG,25,13,regular
1949,Grape___Esca_(Black_Measles)/image (121)_marked.JPG,13,13,seg_wb
1950,Grape___Esca_(Black_Measles)/image (1215).JPG,13,13,regular
1951,Grape___Esca_(Black_Measles)/image (1215)_marked.JPG,32,13,seg_wb
1952,Grape___Esca_(Black_Measles)/image (1227).JPG,13,13,regular
1953,Grape___Esca_(Black_Measles)/image (1227)_marked.JPG,12,13,seg_wb
1954,Grape___Esca_(Black_Measles)/image (1231).JPG,12,13,regular
1955,Grape___Esca_(Black_Measles)/image (1231)_marked.JPG,13,13,seg_wb
1956,Grape___Esca_(Black_Measles)/image (1245).JPG,12,13,regular
1957,Grape___Esca_(Black_Measles)/image (1245)_marked.JPG,13,13,seg_wb
1958,Grape___Esca_(Black_Measles)/image (1248).JPG,12,13,regular
1959,Grape___Esca_(Black_Measles)/image (1248)_marked.JPG,13,13,seg_wb
1960,Grape___Esca_(Black_Measles)/image (1250).JPG,13,13,regular
1961,Grape___Esca_(Black_Measles)/image (1250)_marked.JPG,27,13,seg_wb
1962,Grape___Esca_(Black_Measles)/image (1276).JPG,34,13,regular
1963,Grape___Esca_(Black_Measles)/image (1276)_marked.JPG,13,13,seg_wb
1964,Grape___Esca_(Black_Measles)/image (1294).JPG,12,13,regular
1965,Grape___Esca_(Black_Measles)/image (1294)_marked.JPG,13,13,seg_wb
1966,Grape___Esca_(Black_Measles)/image (1305).JPG,13,13,regular
1967,Grape___Esca_(Black_Measles)/image (1305)_marked.JPG,12,13,seg_wb
1968,Grape___Esca_(Black_Measles)/image (1308).JPG,12,13,regular
1969,Grape___Esca_(Black_Measles)/image (1308)_marked.JPG,13,13,seg_wb
1970,Grape___Esca_(Black_Measles)/image (1313).JPG,13,13,regular
1971,Grape___Esca_(Black_Measles)/image (1313)_marked.JPG,14,13,seg_wb
1972,Grape___Esca_(Black_Measles)/image (132).JPG,13,13,regular
1973,Grape___Esca_(Black_Measles)/image (132)_marked.JPG,25,13,seg_wb
1974,Grape___Esca_(Black_Measles)/image (1333).JPG,13,13,regular
1975,Grape___Esca_(Black_Measles)/image (1333)_marked.JPG,12,13,seg_wb
1976,Grape___Esca_(Black_Measles)/image (1355).JPG,13,13,regular
1977,Grape___Esca_(Black_Measles)/image (1355)_marked.JPG,12,13,seg_wb
1978,Grape___Esca_(Black_Measles)/image (1358).JPG,12,13,regular
1979,Grape___Esca_(Black_Measles)/image (1358)_marked.JPG,13,13,seg_wb
1980,Grape___Esca_(Black_Measles)/image (136).JPG,13,13,regular
1981,Grape___Esca_(Black_Measles)/image (136)_marked.JPG,26,13,seg_wb
1982,Grape___Esca_(Black_Measles)/image (150).JPG,13,13,regular
1983,Grape___Esca_(Black_Measles)/image (150)_marked.JPG,27,13,seg_wb
1984,Grape___Esca_(Black_Measles)/image (205).JPG,4,13,regular
1985,Grape___Esca_(Black_Measles)/image (205)_marked.JPG,13,13,seg_wb
1986,Grape___Esca_(Black_Measles)/image (206).JPG,14,13,regular
1987,Grape___Esca_(Black_Measles)/image (206)_marked.JPG,13,13,seg_wb
1988,Grape___Esca_(Black_Measles)/image (221).JPG,13,13,regular
1989,Grape___Esca_(Black_Measles)/image (221)_marked.JPG,12,13,seg_wb
1990,Grape___Esca_(Black_Measles)/image (309).JPG,12,13,regular
1991,Grape___Esca_(Black_Measles)/image (309)_marked.JPG,13,13,seg_wb
1992,Grape___Esca_(Black_Measles)/image (352).JPG,12,13,regular
1993,Grape___Esca_(Black_Measles)/image (352)_marked.JPG,13,13,seg_wb
1994,Grape___Esca_(Black_Measles)/image (384).JPG,13,13,regular
1995,Grape___Esca_(Black_Measles)/image (384)_marked.JPG,12,13,seg_wb
1996,Grape___Esca_(Black_Measles)/image (408).JPG,12,13,regular
1997,Grape___Esca_(Black_Measles)/image (408)_marked.JPG,13,13,seg_wb
1998,Grape___Esca_(Black_Measles)/image (417).JPG,12,13,regular
1999,Grape___Esca_(Black_Measles)/image (417)_marked.JPG,13,13,seg_wb
2000,Grape___Esca_(Black_Measles)/image (466).JPG,13,13,regular
2001,Grape___Esca_(Black_Measles)/image (466)_marked.JPG,32,13,seg_wb
2002,Grape___Esca_(Black_Measles)/image (519).JPG,13,13,regular
2003,Grape___Esca_(Black_Measles)/image (519)_marked.JPG,31,13,seg_wb
2004,Grape___Esca_(Black_Measles)/image (53).JPG,12,13,regular
2005,Grape___Esca_(Black_Measles)/image (53)_marked.JPG,13,13,seg_wb
2006,Grape___Esca_(Black_Measles)/image (551).JPG,3,13,regular
2007,Grape___Esca_(Black_Measles)/image (551)_marked.JPG,13,13,seg_wb
2008,Grape___Esca_(Black_Measles)/image (58).JPG,12,13,regular
2009,Grape___Esca_(Black_Measles)/image (58)_marked.JPG,13,13,seg_wb
2010,Grape___Esca_(Black_Measles)/image (619).JPG,13,13,regular
2011,Grape___Esca_(Black_Measles)/image (619)_marked.JPG,12,13,seg_wb
2012,Grape___Esca_(Black_Measles)/image (649).JPG,13,13,regular
2013,Grape___Esca_(Black_Measles)/image (649)_marked.JPG,27,13,seg_wb
2014,Grape___Esca_(Black_Measles)/image (664).JPG,12,13,regular
2015,Grape___Esca_(Black_Measles)/image (664)_marked.JPG,13,13,seg_wb
2016,Grape___Esca_(Black_Measles)/image (666).JPG,12,13,regular
2017,Grape___Esca_(Black_Measles)/image (666)_marked.JPG,13,13,seg_wb
2018,Grape___Esca_(Black_Measles)/image (680).JPG,7,13,regular
2019,Grape___Esca_(Black_Measles)/image (680)_marked.JPG,13,13,seg_wb
2020,Grape___Esca_(Black_Measles)/image (685).JPG,13,13,regular
2021,Grape___Esca_(Black_Measles)/image (685)_marked.JPG,12,13,seg_wb
2022,Grape___Esca_(Black_Measles)/image (687).JPG,13,13,regular
2023,Grape___Esca_(Black_Measles)/image (687)_marked.JPG,32,13,seg_wb
2024,Grape___Esca_(Black_Measles)/image (695).JPG,33,13,regular
2025,Grape___Esca_(Black_Measles)/image (695)_marked.JPG,10,13,seg_wb
2026,Grape___Esca_(Black_Measles)/image (699).JPG,13,13,regular
2027,Grape___Esca_(Black_Measles)/image (699)_marked.JPG,12,13,seg_wb
2028,Grape___Esca_(Black_Measles)/image (710).JPG,13,13,regular
2029,Grape___Esca_(Black_Measles)/image (710)_marked.JPG,12,13,seg_wb
2030,Grape___Esca_(Black_Measles)/image (712).JPG,13,13,regular
2031,Grape___Esca_(Black_Measles)/image (712)_marked.JPG,12,13,seg_wb
2032,Grape___Esca_(Black_Measles)/image (737).JPG,13,13,regular
2033,Grape___Esca_(Black_Measles)/image (737)_marked.JPG,12,13,seg_wb
2034,Grape___Esca_(Black_Measles)/image (74).JPG,12,13,regular
2035,Grape___Esca_(Black_Measles)/image (74)_marked.JPG,13,13,seg_wb
2036,Grape___Esca_(Black_Measles)/image (754).JPG,13,13,regular
2037,Grape___Esca_(Black_Measles)/image (754)_marked.JPG,12,13,seg_wb
2038,Grape___Esca_(Black_Measles)/image (806).JPG,13,13,regular
2039,Grape___Esca_(Black_Measles)/image (806)_marked.JPG,12,13,seg_wb
2040,Grape___Esca_(Black_Measles)/image (816).JPG,26,13,regular
2041,Grape___Esca_(Black_Measles)/image (816)_marked.JPG,13,13,seg_wb
2042,Grape___Esca_(Black_Measles)/image (830).JPG,13,13,regular
2043,Grape___Esca_(Black_Measles)/image (830)_marked.JPG,12,13,seg_wb
2044,Grape___Esca_(Black_Measles)/image (866).JPG,12,13,regular
2045,Grape___Esca_(Black_Measles)/image (866)_marked.JPG,13,13,seg_wb
2046,Grape___Esca_(Black_Measles)/image (913).JPG,13,13,regular
2047,Grape___Esca_(Black_Measles)/image (913)_marked.JPG,31,13,seg_wb
2048,Grape___Esca_(Black_Measles)/image (948).JPG,22,13,regular
2049,Grape___Esca_(Black_Measles)/image (948)_marked.JPG,13,13,seg_wb
2050,Grape___Esca_(Black_Measles)/image (95).JPG,13,13,regular
2051,Grape___Esca_(Black_Measles)/image (95)_marked.JPG,22,13,seg_wb
2052,Grape___Esca_(Black_Measles)/image (964).JPG,12,13,regular
2053,Grape___Esca_(Black_Measles)/image (964)_marked.JPG,13,13,seg_wb
2054,Grape___Esca_(Black_Measles)/image (97).JPG,13,13,regular
2055,Grape___Esca_(Black_Measles)/image (97)_marked.JPG,12,13,seg_wb
2056,Grape___Esca_(Black_Measles)/image (995).JPG,12,13,regular
2057,Grape___Esca_(Black_Measles)/image (995)_marked.JPG,13,13,seg_wb
2058,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (10).JPG,14,14,regular
2059,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (10)_marked.JPG,27,14,seg_wb
2060,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1007).JPG,14,14,regular
2061,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1007)_marked.JPG,27,14,seg_wb
2062,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1023).JPG,14,14,regular
2063,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1023)_marked.JPG,34,14,seg_wb
2064,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1026).JPG,14,14,regular
2065,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1026)_marked.JPG,27,14,seg_wb
2066,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1038).JPG,29,14,regular
2067,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1038)_marked.JPG,14,14,seg_wb
2068,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1047).JPG,16,14,regular
2069,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1047)_marked.JPG,14,14,seg_wb
2070,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1051).JPG,14,14,regular
2071,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1051)_marked.JPG,27,14,seg_wb
2072,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1058).JPG,12,14,regular
2073,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1058)_marked.JPG,14,14,seg_wb
2074,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1059).JPG,14,14,regular
2075,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1059)_marked.JPG,15,14,seg_wb
2076,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1072).JPG,33,14,regular
2077,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (1072)_marked.JPG,14,14,seg_wb
2078,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (131).JPG,14,14,regular
2079,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (131)_marked.JPG,22,14,seg_wb
2080,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/image (160).JPG,14,14,regular
